SaleId,OrderId,ProductId,Quantity
17382,3126,11,1
17383,3126,7,1
17384,3127,7,2
17385,3127,5,7
17386,3127,10,2
17387,3127,1,7
17388,3127,8,1
17389,3127,11,1
17390,3127,6,2
17391,3127,12,2
17392,3127,3,3
17393,3127,2,8
17394,3127,9,5
17395,3128,11,1
17396,3128,5,1
17397,3128,10,2
17398,3128,12,4
17399,3129,2,6
17400,3129,5,5
17401,3130,5,9
17402,3131,9,3
17403,3131,2,3
17404,3131,5,2
17405,3131,12,2
17406,3131,4,2
17407,3131,7,3
17408,3132,3,10
17409,3132,4,1
17410,3132,12,3
17411,3133,11,5
17412,3134,7,4
17413,3134,10,5
17414,3136,3,1
17415,3136,4,1
17416,3136,12,2
17417,3136,7,1
17418,3137,11,7
17419,3137,8,1
17420,3137,4,4
17421,3137,5,1
17422,3137,7,1
17423,3137,6,1
17424,3137,9,5
17425,3137,12,4
17426,3137,2,2
17427,3138,9,17
17428,3138,2,1
17429,3138,7,3
17430,3138,11,1
17431,3138,5,1
17432,3138,8,6
17433,3138,4,1
17434,3138,3,1
17435,3138,10,3
17436,3139,11,2
17437,3139,8,5
17438,3139,12,6
17439,3139,9,6
17440,3139,6,3
17441,3139,2,6
17442,3139,3,3
17443,3139,4,2
17444,3140,6,3
17445,3140,8,2
17446,3141,5,1
17447,3141,6,9
17448,3141,7,7
17449,3141,3,3
17450,3141,10,4
17451,3141,2,1
17452,3141,1,1
17453,3141,12,5
17454,3141,9,1
17455,3141,4,6
17456,3142,1,2
17457,3142,11,1
17458,3142,10,1
17459,3142,9,3
17460,3142,8,5
17461,3142,6,4
17462,3142,12,8
17463,3142,5,1
17464,3142,4,3
17465,3142,3,8
17466,3142,7,4
17467,3143,11,4
17468,3144,11,1
17469,3144,8,1
17470,3145,12,3
17471,3145,9,3
17472,3145,10,2
17473,3145,1,2
17474,3145,3,3
17475,3145,8,1
17476,3145,4,1
17477,3145,5,4
17478,3146,11,1
17479,3146,9,2
17480,3146,2,3
17481,3146,12,1
17482,3147,6,7
17483,3148,9,4
17484,3148,4,5
17485,3148,12,1
17486,3148,8,1
17487,3148,10,4
17488,3150,9,1
17489,3150,12,3
17490,3150,1,2
17491,3150,3,2
17492,3150,10,1
17493,3150,2,2
17494,3150,11,3
17495,3150,7,10
17496,3151,10,3
17497,3151,4,2
17498,3151,2,1
17499,3151,12,3
17500,3151,9,1
17501,3151,6,1
17502,3151,7,11
17503,3152,12,1
17504,3153,8,2
17505,3154,1,15
17506,3154,8,2
17507,3154,9,2
17508,3154,10,8
17509,3155,3,3
17510,3155,6,5
17511,3155,8,1
17512,3155,11,3
17513,3155,2,2
17514,3155,5,6
17515,3155,1,2
17516,3155,12,2
17517,3155,10,1
17518,3156,6,3
17519,3156,9,7
17520,3156,4,3
17521,3157,6,7
17522,3157,8,3
17523,3157,11,1
17524,3157,1,4
17525,3158,1,3
17526,3158,9,8
17527,3158,11,2
17528,3158,3,1
17529,3158,12,1
17530,3158,8,2
17531,3159,1,10
17532,3159,10,5
17533,3159,11,4
17534,3159,2,8
17535,3159,5,2
17536,3159,4,3
17537,3159,7,5
17538,3159,12,3
17539,3159,8,3
17540,3160,4,1
17541,3160,10,2
17542,3160,9,1
17543,3160,7,3
17544,3160,6,3
17545,3160,5,4
17546,3162,4,12
17547,3162,3,7
17548,3162,5,9
17549,3164,6,9
17550,3164,7,3
17551,3164,1,5
17552,3165,5,11
17553,3165,10,4
17554,3165,7,5
17555,3165,12,1
17556,3165,3,1
17557,3165,9,4
17558,3165,8,1
17559,3165,11,4
17560,3166,11,4
17561,3166,5,2
17562,3166,12,4
17563,3168,7,3
17564,3168,3,3
17565,3168,8,4
17566,3168,11,8
17567,3168,5,4
17568,3168,6,4
17569,3168,9,2
17570,3169,1,6
17571,3169,3,1
17572,3169,6,7
17573,3169,8,2
17574,3169,9,10
17575,3169,10,2
17576,3169,4,4
17577,3170,11,1
17578,3170,4,4
17579,3170,6,1
17580,3170,1,1
17581,3170,5,5
17582,3170,10,5
17583,3171,11,5
17584,3171,4,1
17585,3171,1,3
17586,3172,7,1
17587,3172,11,1
17588,3172,2,5
17589,3172,9,3
17590,3172,10,5
17591,3174,7,1
17592,3174,6,5
17593,3174,3,2
17594,3174,2,1
17595,3174,12,12
17596,3175,4,5
17597,3175,2,5
17598,3175,3,2
17599,3175,7,1
17600,3175,9,1
17601,3175,11,2
17602,3175,6,1
17603,3175,10,2
17604,3176,8,5
17605,3176,10,1
17606,3176,5,2
17607,3176,9,10
17608,3176,4,3
17609,3176,1,1
17610,3176,2,4
17611,3177,9,7
17612,3177,11,2
17613,3177,7,11
17614,3177,10,1
17615,3177,6,8
17616,3177,2,4
17617,3177,8,1
17618,3177,1,1
17619,3177,5,2
17620,3177,4,4
17621,3178,10,2
17622,3178,1,24
17623,3178,8,4
17624,3178,7,1
17625,3179,9,1
17626,3179,12,1
17627,3180,5,8
17628,3180,11,9
17629,3181,10,1
17630,3182,7,13
17631,3182,10,1
17632,3182,6,5
17633,3182,5,3
17634,3182,12,2
17635,3182,1,5
17636,3183,8,1
17637,3183,9,2
17638,3184,4,3
17639,3185,3,16
17640,3185,5,14
17641,3185,2,4
17642,3185,8,5
17643,3185,7,3
17644,3186,7,1
17645,3187,12,3
17646,3187,10,9
17647,3187,8,1
17648,3187,6,2
17649,3187,4,5
17650,3187,2,8
17651,3187,5,4
17652,3187,1,2
17653,3187,9,3
17654,3187,3,8
17655,3187,11,1
17656,3188,7,3
17657,3188,10,17
17658,3189,2,6
17659,3189,4,2
17660,3189,10,3
17661,3189,12,3
17662,3189,7,1
17663,3189,11,2
17664,3189,1,2
17665,3189,5,3
17666,3189,8,1
17667,3189,6,1
17668,3190,11,2
17669,3190,5,2
17670,3190,1,1
17671,3190,7,3
17672,3191,1,2
17673,3191,3,2
17674,3191,11,2
17675,3191,8,5
17676,3191,7,10
17677,3191,10,1
17678,3191,5,2
17679,3191,6,1
17680,3191,4,3
17681,3192,10,3
17682,3192,1,3
17683,3192,4,1
17684,3192,9,1
17685,3192,8,3
17686,3192,6,2
17687,3193,1,2
17688,3193,11,6
17689,3193,10,2
17690,3193,8,8
17691,3193,5,2
17692,3193,6,3
17693,3193,3,2
17694,3194,12,3
17695,3194,4,11
17696,3195,10,1
17697,3196,9,5
17698,3196,8,2
17699,3196,10,1
17700,3196,5,2
17701,3197,7,8
17702,3197,9,5
17703,3197,1,3
17704,3197,5,1
17705,3197,2,4
17706,3197,3,3
17707,3198,9,1
17708,3198,2,5
17709,3198,5,2
17710,3198,6,1
17711,3198,4,10
17712,3198,12,3
17713,3198,10,2
17714,3198,3,2
17715,3198,11,7
17716,3198,8,1
17717,3199,11,15
17718,3199,1,2
17719,3200,6,4
17720,3200,11,1
17721,3200,1,2
17722,3200,4,3
17723,3200,8,1
17724,3201,2,6
17725,3201,9,2
17726,3201,5,1
17727,3201,12,1
17728,3201,8,1
17729,3201,4,3
17730,3201,1,3
17731,3201,6,4
17732,3202,10,1
17733,3202,11,5
17734,3202,3,2
17735,3202,7,5
17736,3202,5,2
17737,3202,1,1
17738,3202,12,1
17739,3203,10,3
17740,3203,4,4
17741,3203,8,5
17742,3203,11,3
17743,3203,12,2
17744,3204,4,7
17745,3204,8,8
17746,3205,7,2
17747,3205,3,2
17748,3205,1,2
17749,3205,2,1
17750,3206,11,2
17751,3206,2,6
17752,3206,8,3
17753,3206,7,1
17754,3206,4,1
17755,3207,6,3
17756,3207,12,1
17757,3207,10,7
17758,3208,5,2
17759,3208,6,6
17760,3208,4,5
17761,3208,10,9
17762,3208,12,2
17763,3208,9,2
17764,3209,12,2
17765,3209,11,3
17766,3209,8,4
17767,3209,6,5
17768,3209,7,12
17769,3210,4,1
17770,3210,8,1
17771,3210,1,5
17772,3210,10,3
17773,3211,3,2
17774,3211,5,2
17775,3211,4,15
17776,3211,12,9
17777,3211,8,4
17778,3211,10,2
17779,3211,2,1
17780,3211,1,8
17781,3212,7,4
17782,3212,1,6
17783,3212,12,2
17784,3212,8,2
17785,3212,4,4
17786,3212,5,1
17787,3212,2,3
17788,3213,1,4
17789,3213,11,5
17790,3213,2,2
17791,3213,7,3
17792,3213,4,6
17793,3213,12,1
17794,3213,6,3
17795,3213,9,3
17796,3213,10,1
17797,3213,8,1
17798,3213,5,6
17799,3214,5,2
17800,3215,4,1
17801,3215,11,5
17802,3215,8,1
17803,3215,10,1
17804,3215,6,4
17805,3216,9,1
17806,3216,11,1
17807,3216,3,2
17808,3216,1,7
17809,3216,6,2
17810,3216,5,1
17811,3216,7,1
17812,3216,4,1
17813,3218,2,1
17814,3218,7,10
17815,3221,4,2
17816,3221,10,26
17817,3221,8,18
17818,3221,9,2
17819,3221,11,1
17820,3221,3,1
17821,3222,11,5
17822,3222,7,2
17823,3222,5,4
17824,3222,3,1
17825,3222,4,2
17826,3222,6,1
17827,3222,12,5
17828,3223,6,4
17829,3223,1,4
17830,3223,9,3
17831,3223,5,1
17832,3223,3,1
17833,3223,12,19
17834,3223,11,9
17835,3223,10,6
17836,3224,2,4
17837,3224,3,1
17838,3224,1,8
17839,3224,6,4
17840,3224,4,4
17841,3224,7,2
17842,3224,5,2
17843,3224,9,4
17844,3224,12,1
17845,3224,11,1
17846,3224,8,1
17847,3225,2,1
17848,3225,8,6
17849,3226,11,3
17850,3226,7,1
17851,3226,9,1
17852,3226,10,6
17853,3227,3,2
17854,3227,6,2
17855,3227,7,1
17856,3228,10,1
17857,3228,4,2
17858,3228,7,1
17859,3228,3,1
17860,3228,5,5
17861,3228,11,1
17862,3228,2,1
17863,3228,12,2
17864,3228,9,1
17865,3228,8,1
17866,3229,9,1
17867,3229,3,1
17868,3229,11,5
17869,3229,1,2
17870,3229,7,1
17871,3229,6,4
17872,3230,7,1
17873,3230,9,8
17874,3230,1,4
17875,3230,4,3
17876,3231,7,2
17877,3231,5,2
17878,3231,4,5
17879,3231,3,5
17880,3231,8,4
17881,3231,11,5
17882,3231,1,2
17883,3231,6,4
17884,3231,9,2
17885,3232,1,6
17886,3232,12,2
17887,3232,6,2
17888,3232,5,3
17889,3232,9,4
17890,3232,7,2
17891,3232,11,1
17892,3232,2,4
17893,3232,8,3
17894,3233,11,1
17895,3233,9,1
17896,3233,6,4
17897,3233,8,4
17898,3234,6,1
17899,3234,11,1
17900,3234,2,2
17901,3234,7,5
17902,3234,8,4
17903,3234,4,2
17904,3234,10,5
17905,3234,5,1
17906,3234,3,1
17907,3234,1,1
17908,3234,9,5
17909,3235,10,2
17910,3235,7,4
17911,3235,1,1
17912,3235,12,4
17913,3235,6,1
17914,3235,2,1
17915,3236,9,5
17916,3236,5,4
17917,3236,7,1
17918,3236,8,1
17919,3236,10,8
17920,3236,6,2
17921,3236,3,6
17922,3236,11,1
17923,3236,2,2
17924,3236,1,4
17925,3237,8,13
17926,3238,5,3
17927,3239,9,7
17928,3239,2,1
17929,3239,12,5
17930,3240,10,3
17931,3240,2,6
17932,3240,9,7
17933,3240,8,3
17934,3240,4,1
17935,3241,10,2
17936,3241,7,5
17937,3241,12,7
17938,3241,3,13
17939,3241,1,4
17940,3241,6,4
17941,3241,11,22
17942,3241,5,3
17943,3241,9,12
17944,3241,2,3
17945,3241,8,1
17946,3242,8,1
17947,3242,5,2
17948,3242,7,7
17949,3242,1,1
17950,3242,3,10
17951,3242,4,1
17952,3242,2,4
17953,3242,12,3
17954,3242,6,19
17955,3242,10,2
17956,3242,11,7
17957,3243,5,1
17958,3243,4,8
17959,3243,3,1
17960,3244,12,3
17961,3244,5,5
17962,3244,6,2
17963,3245,12,2
17964,3246,1,9
17965,3247,3,4
17966,3247,2,4
17967,3247,10,2
17968,3247,4,2
17969,3247,9,11
17970,3247,12,1
17971,3247,1,10
17972,3247,6,2
17973,3247,8,8
17974,3248,10,7
17975,3248,12,3
17976,3248,6,8
17977,3248,1,3
17978,3248,5,3
17979,3248,4,3
17980,3248,11,2
17981,3248,3,8
17982,3250,7,3
17983,3250,5,4
17984,3250,12,2
17985,3250,11,3
17986,3250,2,4
17987,3250,1,1
17988,3250,10,11
17989,3250,3,1
17990,3250,4,3
17991,3250,6,1
17992,3250,8,1
17993,3251,12,1
17994,3251,8,17
17995,3251,10,1
17996,3251,7,3
17997,3251,5,4
17998,3251,2,6
17999,3251,11,1
18000,3251,3,5
18001,3251,1,3
18002,3252,3,2
18003,3253,7,1
18004,3254,8,2
18005,3254,1,11
18006,3254,12,2
18007,3254,10,4
18008,3254,4,6
18009,3254,11,1
18010,3254,5,1
18011,3255,11,1
18012,3255,2,1
18013,3255,8,1
18014,3255,4,1
18015,3255,12,10
18016,3255,9,1
18017,3255,6,2
18018,3255,10,3
18019,3255,7,1
18020,3256,2,1
18021,3256,10,1
18022,3256,11,2
18023,3257,8,1
18024,3257,7,2
18025,3257,11,2
18026,3258,8,9
18027,3258,1,2
18028,3258,9,5
18029,3259,4,4
18030,3259,9,2
18031,3259,10,8
18032,3259,8,1
18033,3259,3,3
18034,3259,1,3
18035,3259,2,1
18036,3259,5,1
18037,3260,8,1
18038,3261,5,1
18039,3261,12,1
18040,3261,7,1
18041,3261,3,1
18042,3261,1,6
18043,3262,8,1
18044,3262,6,6
18045,3262,2,6
18046,3262,7,3
18047,3262,3,2
18048,3262,10,4
18049,3262,9,3
18050,3262,12,1
18051,3262,1,2
18052,3263,10,3
18053,3263,1,1
18054,3263,7,6
18055,3263,4,1
18056,3264,6,3
18057,3264,3,1
18058,3264,2,6
18059,3264,8,3
18060,3264,12,2
18061,3264,11,1
18062,3264,10,1
18063,3265,11,1
18064,3265,9,1
18065,3265,4,5
18066,3265,2,5
18067,3265,10,9
18068,3265,8,9
18069,3265,1,2
18070,3266,4,1
18071,3266,10,1
18072,3266,8,3
18073,3266,9,7
18074,3266,7,1
18075,3266,11,3
18076,3266,2,1
18077,3266,5,2
18078,3266,1,1
18079,3266,6,4
18080,3267,1,5
18081,3267,8,2
18082,3267,12,2
18083,3267,5,2
18084,3267,10,1
18085,3267,11,1
18086,3267,4,1
18087,3267,6,1
18088,3267,9,2
18089,3268,4,1
18090,3268,5,4
18091,3268,8,2
18092,3268,9,1
18093,3268,11,1
18094,3268,6,2
18095,3268,12,1
18096,3270,12,4
18097,3270,8,2
18098,3270,11,12
18099,3270,6,1
18100,3271,6,1
18101,3271,3,5
18102,3271,1,2
18103,3271,9,6
18104,3271,7,5
18105,3271,4,3
18106,3272,3,3
18107,3272,4,4
18108,3272,2,2
18109,3272,8,3
18110,3272,6,2
18111,3272,7,1
18112,3272,1,5
18113,3272,10,1
18114,3272,5,1
18115,3272,9,1
18116,3273,10,3
18117,3273,9,1
18118,3273,2,4
18119,3273,7,6
18120,3274,12,5
18121,3274,2,5
18122,3274,10,2
18123,3274,6,1
18124,3274,1,1
18125,3274,11,14
18126,3274,7,3
18127,3274,4,9
18128,3275,3,3
18129,3275,7,5
18130,3275,5,4
18131,3275,12,2
18132,3275,9,5
18133,3275,11,3
18134,3275,6,8
18135,3276,8,10
18136,3276,6,1
18137,3276,11,2
18138,3276,4,4
18139,3276,12,1
18140,3276,2,6
18141,3276,3,6
18142,3276,7,1
18143,3276,9,3
18144,3276,5,8
18145,3276,10,2
18146,3277,3,2
18147,3277,7,1
18148,3278,1,5
18149,3278,7,5
18150,3278,12,4
18151,3278,8,1
18152,3278,11,7
18153,3279,7,8
18154,3279,6,1
18155,3279,12,1
18156,3279,9,3
18157,3280,9,4
18158,3280,11,4
18159,3281,5,3
18160,3281,6,4
18161,3282,11,1
18162,3285,6,4
18163,3285,2,7
18164,3285,3,3
18165,3285,5,2
18166,3285,10,2
18167,3285,7,3
18168,3285,12,1
18169,3285,4,1
18170,3285,11,1
18171,3285,1,4
18172,3286,4,15
18173,3286,12,3
18174,3286,9,3
18175,3287,8,9
18176,3287,3,2
18177,3287,1,1
18178,3287,4,2
18179,3287,12,13
18180,3287,7,2
18181,3287,6,6
18182,3287,11,4
18183,3288,1,3
18184,3288,4,8
18185,3288,11,7
18186,3288,12,3
18187,3288,10,4
18188,3289,5,2
18189,3289,10,4
18190,3289,1,2
18191,3289,12,3
18192,3289,4,4
18193,3289,3,1
18194,3289,9,3
18195,3289,2,4
18196,3289,8,1
18197,3289,7,4
18198,3290,1,2
18199,3290,6,2
18200,3290,5,1
18201,3290,9,6
18202,3290,3,7
18203,3290,4,6
18204,3290,2,10
18205,3290,12,1
18206,3290,7,1
18207,3290,10,1
18208,3290,11,3
18209,3291,1,4
18210,3291,12,6
18211,3291,9,9
18212,3291,8,1
18213,3291,2,4
18214,3291,6,5
18215,3291,7,1
18216,3291,3,2
18217,3291,11,1
18218,3291,10,1
18219,3291,5,1
18220,3292,1,5
18221,3292,5,11
18222,3292,9,8
18223,3292,11,1
18224,3292,6,2
18225,3292,3,3
18226,3293,3,10
18227,3293,9,1
18228,3294,7,1
18229,3294,8,6
18230,3296,10,3
18231,3296,9,4
18232,3296,12,2
18233,3296,3,1
18234,3296,11,1
18235,3296,2,6
18236,3296,1,3
18237,3296,7,9
18238,3296,4,4
18239,3296,5,1
18240,3296,8,1
18241,3297,8,4
18242,3297,12,2
18243,3297,1,7
18244,3297,6,3
18245,3297,7,2
18246,3297,2,2
18247,3297,11,2
18248,3297,10,2
18249,3298,12,7
18250,3298,3,1
18251,3299,2,2
18252,3299,6,8
18253,3299,11,2
18254,3299,3,3
18255,3299,12,2
18256,3299,1,5
18257,3300,4,4
18258,3301,7,2
18259,3301,9,4
18260,3301,6,1
18261,3301,3,2
18262,3301,11,2
18263,3301,4,2
18264,3301,1,2
18265,3302,7,8
18266,3302,1,13
18267,3302,3,4
18268,3302,4,6
18269,3302,10,1
18270,3303,9,6
18271,3303,1,7
18272,3303,8,1
18273,3303,10,1
18274,3303,6,8
18275,3303,7,5
18276,3304,10,3
18277,3304,2,1
18278,3304,7,1
18279,3304,12,4
18280,3304,1,6
18281,3304,6,1
18282,3304,3,1
18283,3304,9,7
18284,3304,5,4
18285,3304,8,2
18286,3305,10,5
18287,3305,2,2
18288,3305,4,4
18289,3305,3,4
18290,3305,1,2
18291,3305,8,1
18292,3305,7,1
18293,3305,6,1
18294,3305,5,2
18295,3305,12,5
18296,3306,1,3
18297,3306,3,1
18298,3306,10,5
18299,3306,8,1
18300,3306,9,1
18301,3307,12,5
18302,3307,5,1
18303,3307,6,5
18304,3307,10,10
18305,3307,2,3
18306,3308,6,3
18307,3308,9,5
18308,3308,11,1
18309,3308,4,3
18310,3308,7,1
18311,3308,12,3
18312,3309,10,1
18313,3310,12,5
18314,3310,5,2
18315,3310,10,5
18316,3310,4,5
18317,3310,8,4
18318,3310,6,4
18319,3310,2,5
18320,3310,11,3
18321,3311,11,1
18322,3311,1,15
18323,3311,8,3
18324,3311,5,6
18325,3311,6,1
18326,3311,2,1
18327,3311,7,1
18328,3311,9,2
18329,3311,4,1
18330,3311,12,9
18331,3311,10,2
18332,3312,12,3
18333,3312,11,3
18334,3312,8,5
18335,3312,9,2
18336,3312,6,5
18337,3312,7,1
18338,3312,4,3
18339,3312,2,3
18340,3313,8,13
18341,3313,11,2
18342,3313,7,1
18343,3313,5,2
18344,3314,2,5
18345,3314,5,3
18346,3314,10,3
18347,3314,4,2
18348,3314,3,2
18349,3314,12,8
18350,3314,6,1
18351,3314,11,4
18352,3315,8,4
18353,3315,10,4
18354,3315,11,2
18355,3315,1,9
18356,3315,4,8
18357,3315,12,11
18358,3316,10,3
18359,3316,4,3
18360,3316,8,1
18361,3316,2,1
18362,3316,3,1
18363,3316,9,1
18364,3316,12,5
18365,3316,11,1
18366,3316,5,1
18367,3316,7,1
18368,3316,1,4
18369,3317,11,1
18370,3317,8,2
18371,3317,3,3
18372,3317,7,2
18373,3317,12,2
18374,3317,9,1
18375,3317,2,11
18376,3317,10,7
18377,3317,4,2
18378,3317,6,1
18379,3318,7,4
18380,3318,10,5
18381,3318,8,2
18382,3318,5,2
18383,3318,3,4
18384,3318,6,1
18385,3318,11,1
18386,3318,9,4
18387,3318,2,3
18388,3319,1,15
18389,3319,6,1
18390,3319,4,3
18391,3319,8,1
18392,3319,5,1
18393,3320,3,9
18394,3320,7,2
18395,3320,5,2
18396,3320,4,6
18397,3320,1,6
18398,3320,6,2
18399,3320,9,5
18400,3321,3,8
18401,3321,1,3
18402,3321,11,3
18403,3321,2,1
18404,3321,7,1
18405,3321,9,1
18406,3321,4,2
18407,3322,5,4
18408,3322,7,1
18409,3322,10,1
18410,3322,8,1
18411,3322,3,1
18412,3322,4,2
18413,3322,2,2
18414,3322,1,4
18415,3323,11,3
18416,3323,10,3
18417,3323,7,12
18418,3323,6,4
18419,3323,2,6
18420,3323,3,5
18421,3323,8,5
18422,3323,4,3
18423,3323,12,3
18424,3323,5,1
18425,3324,6,4
18426,3324,9,1
18427,3324,5,2
18428,3324,12,11
18429,3325,8,1
18430,3325,12,1
18431,3325,3,2
18432,3326,2,1
18433,3326,3,1
18434,3326,11,3
18435,3326,12,4
18436,3326,8,1
18437,3326,10,4
18438,3326,5,2
18439,3326,1,3
18440,3326,7,2
18441,3326,9,1
18442,3326,4,2
18443,3327,5,2
18444,3327,6,1
18445,3327,1,1
18446,3327,10,2
18447,3327,7,1
18448,3327,12,12
18449,3327,8,2
18450,3327,9,1
18451,3327,2,5
18452,3327,11,5
18453,3328,11,22
18454,3328,1,2
18455,3328,4,3
18456,3328,7,2
18457,3328,3,7
18458,3328,2,3
18459,3328,12,2
18460,3328,5,1
18461,3328,10,4
18462,3329,11,9
18463,3329,8,1
18464,3329,2,6
18465,3329,5,7
18466,3330,9,5
18467,3331,7,2
18468,3332,2,8
18469,3332,5,4
18470,3332,11,1
18471,3334,2,3
18472,3334,9,1
18473,3334,4,2
18474,3334,8,1
18475,3334,6,1
18476,3334,12,3
18477,3335,11,2
18478,3336,4,2
18479,3336,12,4
18480,3336,11,4
18481,3336,9,5
18482,3336,10,2
18483,3337,12,1
18484,3338,3,11
18485,3338,9,6
18486,3338,12,6
18487,3338,1,2
18488,3338,7,4
18489,3338,10,5
18490,3339,10,5
18491,3339,1,9
18492,3339,7,3
18493,3339,8,1
18494,3339,6,11
18495,3339,5,7
18496,3339,12,6
18497,3339,11,6
18498,3340,5,6
18499,3340,8,5
18500,3340,4,5
18501,3340,7,1
18502,3340,10,3
18503,3340,12,3
18504,3340,11,4
18505,3340,3,7
18506,3340,9,3
18507,3340,6,5
18508,3340,2,5
18509,3341,6,2
18510,3341,1,4
18511,3341,4,6
18512,3341,10,1
18513,3341,8,3
18514,3341,9,7
18515,3341,7,5
18516,3342,1,1
18517,3342,7,5
18518,3342,8,3
18519,3342,6,2
18520,3342,3,6
18521,3342,2,2
18522,3342,10,5
18523,3342,4,4
18524,3343,6,2
18525,3344,9,3
18526,3344,10,1
18527,3344,4,1
18528,3344,3,1
18529,3344,2,4
18530,3344,6,1
18531,3344,7,4
18532,3345,9,3
18533,3345,4,8
18534,3345,11,1
18535,3345,5,8
18536,3346,8,4
18537,3346,4,7
18538,3346,7,2
18539,3346,10,8
18540,3346,12,1
18541,3346,1,1
18542,3347,11,4
18543,3347,1,2
18544,3347,8,7
18545,3347,6,6
18546,3347,7,1
18547,3347,12,1
18548,3347,10,7
18549,3347,3,1
18550,3347,4,1
18551,3347,5,4
18552,3347,2,5
18553,3348,8,1
18554,3348,1,1
18555,3348,11,3
18556,3348,3,4
18557,3348,2,9
18558,3348,10,1
18559,3348,4,2
18560,3348,9,3
18561,3348,6,9
18562,3348,7,1
18563,3349,11,1
18564,3350,8,1
18565,3351,4,3
18566,3352,12,9
18567,3352,4,3
18568,3352,2,2
18569,3352,10,7
18570,3352,5,1
18571,3352,6,11
18572,3352,11,5
18573,3352,3,3
18574,3353,3,2
18575,3353,10,2
18576,3353,7,2
18577,3353,11,2
18578,3353,6,1
18579,3353,4,3
18580,3353,8,8
18581,3353,1,4
18582,3354,8,3
18583,3354,7,1
18584,3354,10,2
18585,3354,11,3
18586,3354,9,1
18587,3354,2,2
18588,3354,3,3
18589,3355,5,4
18590,3355,2,5
18591,3355,3,1
18592,3355,4,3
18593,3355,6,1
18594,3355,1,4
18595,3355,11,1
18596,3355,7,1
18597,3355,8,1
18598,3355,10,3
18599,3355,9,1
18600,3356,12,1
18601,3356,9,1
18602,3356,2,7
18603,3356,10,1
18604,3356,4,3
18605,3356,6,3
18606,3356,1,1
18607,3356,7,11
18608,3356,11,2
18609,3356,5,2
18610,3356,3,8
18611,3357,5,2
18612,3357,4,1
18613,3357,11,10
18614,3357,8,5
18615,3357,9,12
18616,3357,1,1
18617,3358,5,15
18618,3358,9,2
18619,3359,4,6
18620,3359,8,4
18621,3359,12,2
18622,3359,11,1
18623,3359,7,3
18624,3359,9,3
18625,3361,9,2
18626,3361,6,1
18627,3361,3,3
18628,3361,8,6
18629,3361,5,1
18630,3361,2,11
18631,3361,1,5
18632,3362,6,3
18633,3362,5,4
18634,3362,12,2
18635,3362,8,7
18636,3362,7,4
18637,3362,9,1
18638,3363,10,2
18639,3363,12,2
18640,3363,7,9
18641,3363,9,1
18642,3363,2,2
18643,3363,6,2
18644,3363,11,8
18645,3364,3,1
18646,3364,5,1
18647,3364,10,1
18648,3364,4,1
18649,3365,12,9
18650,3365,3,3
18651,3365,7,1
18652,3365,4,3
18653,3365,8,3
18654,3365,9,1
18655,3365,11,6
18656,3365,10,2
18657,3365,2,1
18658,3365,1,3
18659,3366,1,9
18660,3366,4,4
18661,3366,12,1
18662,3366,11,3
18663,3366,8,2
18664,3367,1,3
18665,3367,8,4
18666,3367,6,4
18667,3367,10,1
18668,3367,4,3
18669,3367,11,1
18670,3367,5,1
18671,3367,2,2
18672,3368,5,5
18673,3368,10,2
18674,3368,9,8
18675,3368,1,7
18676,3369,3,5
18677,3369,12,5
18678,3369,4,1
18679,3369,8,2
18680,3369,5,3
18681,3369,10,1
18682,3370,10,4
18683,3370,3,4
18684,3370,2,13
18685,3370,7,3
18686,3370,8,8
18687,3371,5,1
18688,3371,10,5
18689,3371,7,4
18690,3371,4,1
18691,3371,3,1
18692,3371,9,5
18693,3372,1,1
18694,3372,12,4
18695,3372,10,2
18696,3372,6,2
18697,3372,4,7
18698,3372,9,1
18699,3372,5,1
18700,3373,3,1
18701,3373,8,7
18702,3373,1,1
18703,3373,6,3
18704,3373,10,1
18705,3373,9,7
18706,3373,7,1
18707,3373,11,1
18708,3374,1,3
18709,3374,2,1
18710,3374,12,8
18711,3375,3,2
18712,3375,11,1
18713,3375,10,1
18714,3375,5,2
18715,3375,2,3
18716,3375,7,1
18717,3375,4,5
18718,3375,9,1
18719,3375,12,6
18720,3375,8,2
18721,3375,1,1
18722,3377,5,2
18723,3377,2,7
18724,3377,9,3
18725,3377,7,2
18726,3377,1,7
18727,3378,3,3
18728,3379,1,1
18729,3379,9,4
18730,3379,12,1
18731,3379,4,3
18732,3379,6,4
18733,3380,6,7
18734,3381,7,8
18735,3381,4,2
18736,3381,6,4
18737,3381,9,1
18738,3381,2,1
18739,3381,8,4
18740,3381,11,1
18741,3381,12,1
18742,3381,1,4
18743,3381,10,7
18744,3381,5,1
18745,3382,11,2
18746,3382,8,7
18747,3382,4,3
18748,3383,3,1
18749,3383,8,5
18750,3383,11,6
18751,3384,3,13
18752,3384,4,2
18753,3384,1,7
18754,3384,2,4
18755,3384,10,1
18756,3384,8,2
18757,3384,6,9
18758,3384,9,4
18759,3384,11,1
18760,3385,12,4
18761,3385,6,5
18762,3385,5,2
18763,3385,4,8
18764,3385,2,3
18765,3385,11,18
18766,3386,10,3
18767,3386,6,4
18768,3386,5,2
18769,3386,8,1
18770,3386,3,1
18771,3386,9,1
18772,3386,7,5
18773,3386,1,1
18774,3386,11,7
18775,3387,6,1
18776,3387,7,5
18777,3387,10,3
18778,3388,9,1
18779,3388,7,5
